3901,1215798
3902,8005505
3903,9816270
3907,1204429
3909,1799931
3910,1313576
3911,10180665
3915,2560409
3916,1844716
3917,1761759
3918,2652068
3921,1909094
3922,1534240
3923,4892832
3924,2515506
3925,2580200
3926,4188840
3927,1428051
3928,2543417
3929,1673756
3931,213226
3932,2268976
3933,1770525
3934,370452
3936,8374587
3937,1512712
3940,4087142
3941,11655409
3943,1040072
3944,294952
3945,377698
3946,2108230
3947,1145807
3948,1517791
3950,2587000
3951,2444917
3953,406031
3954,712000
3955,987102
3958,797865
3961,753603
3962,11530644
3963,1539171
3964,1287686
3965,1829763
3967,1894114
3968,4356645
3969,1804463
3970,722439
3974,1105640
3976,941487
3978,2914596
3979,526330
3981,1885459
3983,1292516
3984,3671157
3985,1736689
3987,1335030
3989,3395933
3990,5178534
3991,1025740
3992,2767545
3993,6900768
3996,3453568
3997,712473
3998,2450283
4004,26625786
4005,154049770
4008,2824054
4011,739350
4013,1031580
4014,1844080
4016,457739
4017,942634
4019,1555331
4020,312456
4021,6850200
4022,2621586
4023,6853417
4025,1920129
4026,2282280
4027,2109396
4028,6865270
4031,2174600
4040,293621
4041,2874766
4042,23405828
4043,10020277
4044,3614000
4045,9250900
4046,1630653
4047,5984789
4051,550405
4052,1218070
4054,1564633
4055,2221261
4057,1208449
4058,1143584
4059,427849
4060,1773631
4061,18331058
4062,9155936
4063,56047369
4064,3287460
4069,516772
4071,4311682
4072,2298903
4073,407134
4074,719429
4075,945795
4076,331284
4078,2872999
4080,6994595
4082,4977600
4088,11028242
4091,10394228
4092,2676832
4093,8089620
4094,1561560
4095,3049904
4097,2945608
4098,1480509
4099,4517699
4100,2116419
4102,489881
4107,1150270
4109,2365171
4112,1413505
4113,2425920
4114,13104000
4116,2289412
4118,6528000
4119,486952
4120,351488
4124,451943
4125,457708
4151,23760000
4165,5581398
4166,781089
4167,1654492
4168,2098969
4169,6362138
4170,3543903
4171,412664
4172,307464
4174,773486
4175,841943
4177,406768
4178,546235
4180,4282054
4182,17161896
4183,16469192
4185,8544399
4186,8434800
4187,2487514
4188,158160251
4189,2786205
4193,469405
4196,371322
4197,0
4198,231525
4199,601439
4202,15494904
4203,5437961
4204,18388798
4205,6885409
4206,3649895
4208,24532224
4212,1932188
4215,6636632
4216,3286866
4218,3504723
4220,3792707
4221,3054058
4222,2051248
4224,966689
4228,5356644
4229,1304754
4231,2051382
4234,1233880
4235,2081553
4237,3663727
4238,2175800
4240,1696454
4241,1197936
4242,527802
4243,436724
4245,3992253
4246,4507680
4247,648160
4248,2718836
4249,1731519
4251,3815548
4256,707600
4258,590860
4259,9946205
4260,1614475
4261,283632
4262,999116
4263,1722963
4264,972708
4265,1190191
4267,301559
4268,2191910
4272,11594242
4274,1008000
4275,5844150
4284,4800886
4286,1929520
4287,2063286
4290,2316173
4293,4221593
4295,1908690
4298,1635086
4299,1849535
4301,4264786
4304,1857929
4307,15448343
4308,4910045
4310,1245346
4316,1620735
4317,1991727
4318,1814364
4319,3719304
4320,2467425
4323,2831408
4324,17020417
4326,3072376
4331,2163660
4333,2724667
4334,2174816
4335,690480
4337,2940585
4341,416500
4343,3064617
4344,28226168
4345,3211600
4346,2465236
4347,1836217
4348,3283200
4350,2696548
4351,763972
4356,525945
4360,1414499
4361,551440
4362,1471601
4365,212094
4366,1545600
4367,1053500
4368,1278396
4370,1134998
4371,1916772
4372,334763
4373,1626134
4374,552950
4375,4089291
4376,3263187
4378,617107
4380,635804
4381,690458
4384,4527362
4385,16490877
4386,1393911
4387,569983
4388,1607248
4389,427140
4390,1542936
4391,750348
4392,8790044
4393,1228921
4394,591077
4395,2132539
4397,3224513
4398,685428
4401,3528116
4403,17219213
4404,3318820
4406,5518462
4409,1857449
4410,3677335
4412,1269399
4413,858200
4414,731440
4415,685277
4416,1134509
4418,2084128
4419,5407579
4420,1888550
4421,486222
4424,1202888
4427,1677469
4428,956097
4429,832704
4430,1215314
4431,845913
4432,1323276
4435,811664
4436,4149736
4437,378107
4438,869440
4439,468852
4440,927072
4441,2359771
4443,4150781
4444,817405
4445,197507
4447,1869713
4448,4274150
4449,2469541
4452,51249000
4461,2542868
4462,2923183
4463,2479400
4464,1715150
4465,1913662
4471,3930303
4475,4095075
4476,1453446
4478,2099787
4479,2845852
4481,1314012
4482,4295097
4483,3201033
4484,2501765
4486,885023
4487,1627362
4489,2748281
4491,268540
4492,1329319
4493,3156515
4496,985495
4498,1004276
4499,896792
4502,235778914
4503,56099555
4506,25465609
4507,28586913
4512,4459305
4516,3653077
4519,21827749
4521,5834345
4523,29953261
4524,1365349
4526,5426521
4527,13225985
4528,25353834
4530,2895606
4531,3252152
4534,3426500
4536,10903778
4538,2202122
4539,1018479
4540,6447702
4543,40374857
4547,2317625
4548,4829197
4549,4084226
4551,1728000
4552,7132746
4553,2884895
4554,2995209
4556,971037
4558,3918006
4559,4302654
4563,66203419
4565,16279313
4568,62305088
4569,6654617
4570,4703867
4571,23652101
4572,5780190
4574,8912094
4575,8074597
4576,8513923
4577,1459954
4578,17850739
4579,6573477
4581,6981451
4582,19279590
4583,14784186
4584,7110162
4586,10967113
4587,13131050
4588,7991423
4591,10494135
4593,14060326
4594,20101683
4595,2771949
4596,15360751
4598,3127362
4599,8851651
4611,4337758
4612,7111536
4613,7635944
4615,3038000
4616,272000
4617,4895000
4619,2644454
4620,2437150
4623,1622673
4624,354000
4625,535908
4626,3730659
4627,635263
4628,485890
4629,606144
4631,12465554
4633,4604650
4634,7402391
4635,831356
4636,752605
4641,3348987
4642,865444
4644,1820979
4645,1336215
4650,2879040
4651,6261682
4657,1383635
4658,3793104
4659,1087891
4661,247309308
4662,3796255
4664,629160
4665,9383047
4666,13683869
4667,1914397
4668,13623764
4671,1684186
4673,361829
4674,1606000
4676,14285864
4678,2415600
4679,2213400
4680,27321386
4681,15952557
4684,1693200
4685,516578
4686,2568992
4687,4118630
4690,331500
4691,1521250
4694,1649482
4704,3803938
4705,948024
4707,722251
4709,3215828
4712,3584840
4714,17964130
4716,4746740
4718,4658050
4719,1152296
4720,1689251
4722,3813120
4725,2485509
4726,2207506
4728,2150362
4732,10280000
4733,1583484
4735,822808
4736,926482
4743,3404816
4745,9501001
4746,2131800
4748,1809499
4750,967486
4751,46069951
4752,538720
4754,582109
4755,205749379
4760,244423
4761,672000
4762,1429256
4763,1564612
4766,2616543
4767,8716499
4768,7600084
4769,626313
4770,1363832
4771,1005721
4772,3245335
4777,5858353
4781,771840
4783,1557600
4784,2178436
4792,1830432
4800,2117248
4801,4357194
4809,1324940
4811,340586
4812,1564379
4813,4299048
4814,2342739
4816,7770000
4819,1809518
4820,2608018
4824,2500300
4825,2451708
4826,11288910
4828,2040000
4829,5009537
4832,1382128
4833,1699516
4839,5826568
4840,2191200
4845,6050587
4847,3503220
4848,1536942
4849,1988640
4881,4729415
4882,2898350
4884,1588830
4885,987015
4886,3086883
4887,4029907
4888,5651815
4890,3222765
4891,5199263
4892,2370390
4893,2120561
4894,1958732
4896,800717
4901,115680578
4902,60319720
4911,45200000
4912,61153040
4914,1854020
4917,8205766
4918,1580184
4919,5431226
4920,379987
4921,20986865
4922,4907995
4923,6290520
4925,1979305
4926,2247630
4927,29558564
4928,7446143
4929,2525690
4930,252472
4931,5573076
4932,2286680
4933,853019
4934,1909796
4935,570517
4936,3498213
4937,393373
4951,5151999
4955,924935
4956,3168669
4957,737097
4958,2135407
4960,1313265
4966,452475
4967,7024500
4968,2478288
4970,1490240
4971,2308175
4972,1444200
4973,1352985
4974,16978599
4975,2559424
4976,216800
4977,4464875
4979,2513344
4980,6855463
4985,6841599
4990,1617165
4992,3208451
4994,2558242
4996,9988845
4997,7049169
4998,5359250
