1301,4517277
130A,0
1332,50301274
1333,12594130
135A,10110
1375,12970977
1376,1860074
1377,6305629
1379,7972810
137A,0
1380,1019676
1381,640395
1382,311658
1383,637758
1384,1471866
138A,0
1401,1229388
1407,3360006
1414,3404710
1417,9904159
1418,2061084
1419,8247624
1420,1842520
1429,1877040
1430,3995698
1431,3695185
1433,2454324
1434,1567106
1435,10661859
1436,574082
1438,339687
1439,344647
1444,404996
1446,3295399
1447,8140837
1450,321885
1451,1117492
1491,0
1514,6831570
1515,1921033
1518,5996559
1605,84362116
1662,4235405
1663,2776933
1711,2737394
1712,1413478
1716,983999
1717,3002336
1718,364431
1719,12671483
1720,14306001
1721,8911000
1723,770565
1724,1137069
1726,14608605
1730,519840
1736,336300
1739,425990
1743,444600
1757,7761900
1758,533559
1762,3029216
1764,330142
1766,1293312
1768,1110000
1770,819000
1775,1083187
1776,1048357
1780,5254774
1783,12923256
1786,14574987
1787,476257
1788,208544
1789,1657573
1793,1616699
1795,355954
1798,377419
1799,1376660
1801,27749421
1802,38240011
1803,40902197
1805,6623479
1807,425028
1808,18950047
1810,2324080
1811,764726
1812,39649200
1813,3330883
1814,2685398
1815,4512659
1820,12007764
1821,24563671
1822,1428569
1826,2716215
1827,2173380
1828,1984680
1833,8429019
1835,2851900
1840,2938363
1841,416000
1844,5415126
1847,1821100
1848,2195064
1850,2191515
1852,4911806
1853,4001600
1860,8389076
1861,5107696
1866,1264817
1867,1910840
1870,3479381
1871,5745809
1873,13519999
1878,3652705
1879,1840821
1882,7255831
1884,5537238
1885,8637937
1887,4662750
1888,2061433
1890,5756642
1893,23453140
1897,521512
1898,9056730
1899,1626848
1904,1500382
1905,573119
1909,1213726
1911,18545505
1914,2817254
1921,2160441
1925,31648887
1926,3963054
1928,49714699
1929,4882638
1930,2846579
1934,5633508
1938,1870093
1939,3381137
1941,5755673
1942,9443263
1944,7497719
1945,3217585
1946,2744858
1948,2197650
1949,1781793
1950,3199935
1951,23285107
1952,2258246
1959,4181032
1960,1547000
1961,5949421
1963,13752536
1964,2129400
1965,1762422
1966,1408085
1967,1723369
1968,1912146
1969,4425082
1971,530459
1972,1061280
1973,5823535
1975,3128000
1976,4454550
1979,1914174
1980,5101982
1981,613600
1992,448571
1994,1155914
1997,519200
2001,12296545
2002,18870189
2003,1426478
2004,4961871
2009,6483057
2053,5861778
2055,1145695
2060,5656137
2107,1904143
2108,3126430
2109,6397396
2112,8680000
2114,4402733
2117,4977594
2120,7517432
2122,606146
2127,39758306
2130,2456171
2134,9767432
2136,942146
2138,2306452
2139,1225656
2148,1986279
2150,7405776
2152,471360
2153,4260913
2154,6148966
2156,425460
2157,15883900
2158,15348591
2162,3047150
2163,2614468
2164,481520
2170,7123284
2173,2563480
2179,1239836
2180,2203623
2181,58299965
2183,1880240
2185,732564
2186,1854022
2196,3736141
2198,6440712
2201,13900091
2204,2067766
2206,9517131
2207,4803195
2208,2742300
2211,6652442
2212,10793860
2215,1656246
2216,3507273
2217,2587284
2220,3771851
2221,2469940
2222,16961228
2224,2178000
2226,1685860
2229,7366139
2264,13980638
2266,5191414
2267,29761902
2268,1379171
2269,49594570
2270,8631726
2281,7730233
2282,15443835
2286,2191860
2288,8746841
2291,1203600
2292,2581417
2293,479256
2294,5090700
2296,9597658
2300,1521037
2301,2442920
2303,1491600
2304,745269
2305,6135277
2307,2329777
2311,2384896
2315,23625017
2317,17584320
2321,4507501
2323,483471
2325,1939264
2326,2063417
2327,1830020
2329,1355324
2331,9693803
2332,1289625
2334,598672
2335,4583250
2337,14151256
2340,16737192
2341,4132191
2342,6561668
2344,1329133
2345,7162548
2349,458832
2351,1566366
2353,41807832
2359,2803735
2370,42939171
2371,5946549
2372,3010561
2373,2003940
2374,4724760
2375,6105207
2376,1009422
2378,8658495
2379,3488119
2384,2144782
2385,6984239
2388,5396798
2389,2514226
2391,835732
2393,2189881
2395,5287314
2397,2592050
2410,1072268
2411,2533800
2412,8596308
2415,1027421
2418,4112640
2424,1216080
2427,6427336
2428,5684200
2429,1787437
2432,12092408
2433,4285153
2435,1606640
2436,1600688
2437,2646231
2438,5623408
2440,10299587
2445,2142937
2449,846900
2454,2609166
2459,1170436
2461,6154402
2462,3581340
2464,1711692
2468,2452083
2469,1447432
2471,8769832
2475,1183540
2477,1017422
2479,2117382
2480,224910
2481,362395
2483,798453
2484,7415588
2485,5605014
2487,1310400
2488,2249834
2489,7309043
2491,2757680
2492,4669761
2493,2809748
2497,6102316
2498,929438
2499,2365706
2501,16152831
2502,38532255
2503,145326000
2531,22289480
2533,10297032
2540,3679500
2573,2694383
2579,16707756
2585,1224969
2586,7311557
2587,9888000
2588,682747
2593,9188875
2594,10845342
2599,1841100
2602,8024469
2607,8143952
2612,1870599
2613,7505891
2651,6118300
2654,1105597
2656,2020935
2659,2174752
2664,4867517
2666,1763022
2667,3284294
2668,1608075
2670,2723808
2674,2539628
2676,3132914
2681,5875163
2683,1254925
2686,8770965
2687,1276128
2689,1406250
2692,1666320
2693,3119602
2694,19429159
2695,10805295
2700,648280
2702,62757120
2705,3408346
2708,666191
2715,3299785
2721,1099388
2722,3331508
2726,3886848
2730,20833048
2733,3966316
2734,8057019
2735,3997263
2736,520820
2737,1428420
2742,1607355
2743,9307484
2747,398361
2749,9048488
2750,2151999
2751,3335348
2752,12313660
2753,2513509
2754,421080
2760,9056248
2762,8436266
2763,2404136
2764,18460878
2767,5135600
2768,45900000
2769,5149413
2778,3808237
2780,1373354
2782,4247040
2784,7707920
2788,3285151
2789,2348233
2790,2591242
2791,738587
2792,6221700
2795,397698
2796,1965842
2798,1424908
2801,64950872
2802,55793101
2804,2651427
2805,2588224
2806,1112871
2809,29290500
2810,15414844
2811,34727035
2812,1190841
2813,922738
2814,447670
2815,1640434
2816,3227097
2818,2704834
2819,2460146
2820,717652
2830,2006664
2831,1693359
2871,9653446
2872,679196
2874,16120538
2875,5322290
2876,682896
2877,992418
2882,5008661
2884,2793564
2892,985600
2894,6621120
2897,37030140
2899,4114821
2901,1804892
2903,4823000
2904,3903900
2907,1586200
2908,7302334
2910,9724315
2911,940170
2914,327999999
2915,2850348
2916,1390800
2917,1779235
2918,1709689
2923,680117
2924,1226769
2926,2930629
2927,7035584
2929,7996725
2930,22430448
2931,55348871
2932,1398606
2933,7328359
2934,528806
2935,1697312
2936,4050260
2937,1465916
2938,443420
2962,1510722
2970,234943
2975,2278000
2978,840772
2980,2039762
2981,339935
2982,10390960
2984,934271
2986,2105163
2991,297690
2993,630749
2997,404164
2998,695721
2999,1174040
3001,2429835
3002,5412870
3003,64504249
3004,850374
3010,4716206
3011,1396289
3020,529827
3021,624880
3023,3271587
3024,781892
3028,9877552
3030,2784153
3031,3646563
3034,2878806
3036,6332751
3038,31737599
3040,2092322
3041,1065960
3042,1984020
3045,481566
3046,4316400
3048,58513500
3050,15548000
3053,19412987
3054,1911928
3058,1184000
3059,1670414
3063,7854423
3064,18549987
3065,611286
3068,3096308
3069,19329748
3070,5003700
3071,4335800
3073,5698800
3075,4761903
3076,3282243
3077,1701000
3079,1142680
3080,730284
3082,3082478
3083,1112778
3086,56007113
3087,9258781
3088,20587206
3089,924083
3091,6046679
3092,4507112
3093,2994779
3094,430907
3096,3899880
3097,10397458
3101,20748368
3103,15650884
3104,1218880
3105,23010200
3106,3192000
3107,5974100
3109,4700709
3110,2451995
3111,1993942
3113,9761805
3116,6755966
3123,720800
3131,803986
3132,4016587
3133,9822006
3134,2197800
3135,704378
3137,1086976
3138,447608
3140,5710331
3141,13208332
3143,1089900
3148,2940051
3150,1143110
3151,3217984
3153,6382272
3154,2455611
3156,3307990
3157,1349171
3159,8700083
3160,5819370
3161,1977755
3166,2109700
3167,27796315
3168,3096835
3172,1666559
3173,1820242
3174,911304
3175,3171764
3177,338528
3178,4042227
3179,2784958
3180,1122176
3181,793541
3182,6845056
3183,2531774
3184,237300
3185,4007104
3186,3394011
3187,1538304
3189,1264678
3190,1331416
3191,3154894
3192,900409
3193,3265866
3195,1638893
3196,8510650
3197,158796535
3198,5247148
3199,4544312
3201,7322770
3202,11172480
3204,2762598
3205,9174102
3221,2155088
3222,21332379
3223,462015
3231,8245176
3232,6438094
3236,4252897
3237,5346864
3238,910070
3241,1246415
3242,10359082
3244,18028040
3245,11134406
3246,3162240
3248,617113
3252,8009180
3254,5638668
3261,451096
3264,3247916
3266,3165655
3267,1219158
3271,2490928
3275,1051650
3276,1978662
3277,2532545
3280,1017555
3284,4651513
3286,1009672
3289,64784787
3291,3925306
3293,1177256
3294,1505467
3297,908654
3299,5383781
3300,1257612
3302,2805448
3306,1201175
3315,18140966
3317,440547
3319,5500474
3320,1976012
3321,2015246
3322,320270
3323,13468731
3326,709705
3328,2754365
3329,2267632
3333,5143196
3341,4346720
3347,3503500
3349,3400068
3350,4817071
3353,305250
3355,2118519
3359,2693643
3360,1931718
3361,2237278
3370,1023990
3371,3691737
3372,7602488
3374,1218712
3375,187566
3377,2542389
3382,71097116
3386,1784160
3387,70867156
3388,2144657
3391,3118995
3392,6041268
3395,7675973
3396,1888178
3397,31724622
3399,1262078
3401,33850083
3402,158253696
3405,43293359
3407,111514562
3416,434064
3417,872470
3418,2490590
3420,737805
3421,4442853
3422,1304292
3426,242195
3431,4539161
3433,5140800
3434,2437800
3436,44822417
3437,323604
3439,286418
3440,1217200
3443,3645763
3444,3355854
3445,1977015
3446,1781640
3447,7714341
3449,2755440
3452,3245248
3454,1675620
3457,3442423
3458,1732045
3461,1222255
3465,3109069
3467,1806756
3469,484123
3474,833940
3475,6289262
3477,632000
3479,2752911
3482,2358840
3484,3446508
3486,1495353
3489,2131440
3490,391419
3491,3235321
3494,857177
3495,276154
3496,499792
3497,768691
3498,2498265
3501,2120276
3512,4255364
3513,1579554
3521,2011443
3524,1094100
3526,1617202
3529,4156696
3536,4184884
3537,472441
3538,795223
3539,4695592
3540,470000
3541,3391988
3542,1140299
3543,21776873
3544,3786926
3546,5434809
3548,8582254
3549,3310918
3550,1824810
3551,1615901
3553,3013500
3556,2675706
3557,1609400
3559,1346329
3561,3711697
3562,1655156
3563,29365503
3566,1189029
3569,3684117
3571,2173666
3577,657793
3580,3149292
3583,436059
3591,7869000
3593,2778265
3597,507381
3598,7519887
3600,349406
3604,1182000
3607,2160691
3608,4527899
3611,907371
3612,6499892
3622,1301814
3623,2258153
3624,3289706
3625,2066625
3626,8800034
3627,3379966
3628,635589
3632,11144481
3633,1192176
3634,218011
3635,9074616
3636,1757376
3639,2768311
3640,1319207
3641,2086029
3645,3124170
3646,1294042
3648,2954806
3649,2208530
3653,2252224
3655,3411991
3656,10930525
3657,1869644
3660,10753194
3661,1642337
3662,4017207
3663,12042031
3664,7186783
3665,4605336
3666,6120000
3667,7992660
3668,11973306
3670,286932
3671,1217870
3673,7538053
3674,2443896
3675,2456367
3676,2651878
3678,2193982
3679,6702000
3680,4167073
3681,9804337
3682,1280977
3683,2103376
3686,4251420
3687,5381600
3688,2874734
3690,1357324
3692,2628990
3694,6178281
3696,2804373
3698,1522834
3708,3085600
3710,966920
3712,1096120
3719,1821834
3723,1038279
3726,3594563
3727,5787056
3733,504896
3738,6448510
3741,1177600
3744,1863624
3747,1697414
3750,517906
3753,4359446
3760,1358780
3762,4184729
3765,8463823
3766,616000
3768,2504910
3769,2067053
3770,1324146
3771,3043040
3772,1907230
3773,4046399
3774,5311091
3776,13357977
3777,6505788
3778,9217071
3779,2035966
3787,611971
3788,1929345
3791,712811
3793,4705081
3796,873684
3798,585507
3799,1630690
3800,1544000
3802,872935
3804,721278
3807,6840325
3810,4903066
3814,1106189
3815,1548099
3816,497670
3817,2438400
3823,10931268
3825,27368299
3826,2703129
3834,4800000
3835,3867513
3836,1355250
3837,2292371
3839,1098800
3840,3658837
3841,367521
3842,650945
3843,1966776
3844,3224160
3845,3068418
3847,294520
3848,578292
3850,881990
3851,687607
3853,5089958
3854,1151956
3856,5120887
3857,7072245
3861,61877290
3863,26854880
3864,6219059
3865,4325221
3877,2817839
3878,1433738
3880,7436568
3891,3046892
3892,753499
3895,1308044
3896,1983671
3900,1491442
